  8.0200000e+002  8.0266918e+001  2.4023335e+001
  7.9634073e+002  8.0490471e+001  2.6957772e+001
  7.8937797e+002  8.0821837e+001  3.1942242e+001
  7.8800000e+002  8.1232381e+001  3.7621186e+001
  7.8800000e+002  8.1685688e+001  4.1963971e+001
  7.8800000e+002  8.2150368e+001  4.3376317e+001
  7.8800000e+002  8.2610508e+001  4.1458220e+001
  7.8750305e+002  8.3073367e+001  3.7244145e+001
  7.8650304e+002  8.3573401e+001  3.2821268e+001
  7.8600000e+002  8.4167212e+001  2.9923899e+001
  7.9078747e+002  8.4916248e+001  2.8624350e+001
  8.0471203e+002  8.5861557e+001  2.7719615e+001
  8.1400000e+002  8.6999992e+001  2.6178909e+001
  8.1600864e+002  8.8273055e+001  2.4044411e+001
  8.3753694e+002  8.9575565e+001  2.2427161e+001
  8.5800000e+002  9.0781378e+001  2.2813087e+001
  8.5800000e+002  9.1775898e+001  2.6070799e+001
  8.6194712e+002  9.2482675e+001  3.2014113e+001
  8.6796060e+002  9.2873197e+001  3.9676303e+001
  8.7000000e+002  9.2958848e+001  4.7633675e+001
  8.6792843e+002  9.2775056e+001  5.4104651e+001
  8.5684023e+002  9.2368117e+001  5.7108043e+001
  8.4800000e+002  9.1790735e+001  5.5189079e+001
  8.4800000e+002  9.1108586e+001  4.8584912e+001
  8.4320703e+002  9.0409705e+001  3.9429856e+001
  8.3723215e+002  8.9799618e+001  3.0332503e+001
  8.3600000e+002  8.9376254e+001  2.2890544e+001
  8.4253794e+002  8.9197621e+001  1.7553199e+001
  8.5750699e+002  8.9258862e+001  1.4328585e+001
  8.6600000e+002  8.9488604e+001  1.3372430e+001
  8.6600000e+002  8.9768263e+001  1.5069075e+001
  8.7089131e+002  8.9967770e+001  1.9639720e+001
  8.7591908e+002  8.9982046e+001  2.6766036e+001
  8.7600000e+002  8.9755265e+001  3.5674219e+001
  8.6708145e+002  8.9287142e+001  4.5352266e+001
  8.4907228e+002  8.8620304e+001  5.4347901e+001
  8.4000000e+002  8.7816924e+001  6.0563934e+001
  8.3864668e+002  8.6939507e+001  6.1968193e+001
  8.2753637e+002  8.6042359e+001  5.7913312e+001
  8.1800000e+002  8.5170237e+001  4.9709968e+001
  8.1800000e+002  8.4362728e+001  3.9853934e+001
  8.1458878e+002  8.3662768e+001  3.0648771e+001
  8.1060250e+002  8.3119383e+001  2.3354947e+001
  8.1000000e+002  8.2776452e+001  1.8324545e+001
  8.1000000e+002  8.2652991e+001  1.5701087e+001
  8.1000000e+002  8.2727929e+001  1.5822279e+001
  8.1000000e+002  8.2939303e+001  1.8882881e+001
  8.0926102e+002  8.3200292e+001  2.4463964e+001
  8.0725972e+002  8.3424066e+001  3.1590009e+001
  8.0600000e+002  8.3544460e+001  3.9066354e+001
  8.0467657e+002  8.3526239e+001  4.5717313e+001
  7.9560464e+002  8.3366203e+001  5.0464674e+001
  7.8800000e+002  8.3087619e+001  5.2284521e+001
  7.8800000e+002  8.2732136e+001  5.0448198e+001
  7.8800000e+002  8.2353117e+001  4.5223934e+001
  7.8800000e+002  8.2008901e+001  3.8104177e+001
  7.8800000e+002  8.1753271e+001  3.0927005e+001
  7.9050892e+002  8.1625133e+001  2.4933848e+001
  7.9351664e+002  8.1640328e+001  2.0759177e+001
  7.9400000e+002  8.1787106e+001  1.8840442e+001
  7.9988685e+002  8.2027350e+001  1.9469214e+001
  8.0891918e+002  8.2304112e+001  2.2512675e+001
  8.1200000e+002  8.2553452e+001  2.7270608e+001
  8.1446712e+002  8.2718363e+001  3.2752781e+001
  8.2045949e+002  8.2760993e+001  3.8093451e+001
  8.2400000e+002  8.2668489e+001  4.2645645e+001
  8.2482680e+002  8.2451761e+001  4.5978589e+001
  8.3178183e+002  8.2139073e+001  4.8055182e+001
  8.3800000e+002  8.1765741e+001  4.9104280e+001
  8.3800000e+002  8.1363607e+001  4.9224370e+001
  8.4332124e+002  8.0954927e+001  4.8459024e+001
  8.5035206e+002  8.0550825e+001  4.7100388e+001
  8.5200000e+002  8.0152873e+001  4.5576501e+001
  8.5307380e+002  7.9757920e+001  4.4207973e+001
  8.5607083e+002  7.9363430e+001  4.3158809e+001
  8.5800000e+002  7.8969410e+001  4.2407498e+001
  8.5800000e+002  7.8577826e+001  4.1774444e+001
  8.5800000e+002  7.8191398e+001  4.1107624e+001
  8.5800000e+002  7.7811417e+001  4.0374817e+001
  8.5800000e+002  7.7436821e+001  3.9571855e+001
  8.5397556e+002  7.7067345e+001  3.8713047e+001
  8.4597549e+002  7.6707350e+001  3.7898014e+001
  8.4200000e+002  7.6366203e+001  3.7230696e+001
  8.4122162e+002  7.6056856e+001  3.6717303e+001
  8.3518968e+002  7.5793780e+001  3.6317482e+001
  8.3000000e+002  7.5588733e+001  3.5988504e+001
  8.3000000e+002  7.5446735e+001  3.5658884e+001
  8.2674933e+002  7.5365982e+001  3.5290318e+001
  8.2276130e+002  7.5339917e+001  3.4959304e+001
  8.2200000e+002  7.5358929e+001  3.4788706e+001
  8.1990491e+002  7.5412813e+001  3.4851103e+001
  8.1590577e+002  7.5493175e+001  3.5146303e+001
  8.1400000e+002  7.5593321e+001  3.5548877e+001
  8.1212399e+002  7.5706981e+001  3.5822860e+001
  8.0509564e+002  7.5827975e+001  3.5824408e+001
  8.0000000e+002  7.5950030e+001  3.5606000e+001
  7.9967608e+002  7.6067227e+001  3.5255011e+001
  7.9464869e+002  7.6176406e+001  3.4752433e+001
  7.9000000e+002  7.6279646e+001  3.3988210e+001
  7.9000000e+002  7.6384772e+001  3.2833069e+001
  7.9979453e+002  7.6504170e+001  3.1309593e+001
