  3.7100000e+000 -6.1543000e-001  3.5368650e+000
  0.0000000e+000  1.6457000e-001  7.4768650e+000
  0.0000000e+000  3.1457000e-001  1.2736865e+001
  0.0000000e+000 -6.6543000e-001  1.6126865e+001
  0.0000000e+000 -1.2854300e+000  7.4686500e-001
  0.0000000e+000 -6.8543000e-001 -1.5433135e+001
  0.0000000e+000  3.6457000e-001 -1.3203135e+001
  0.0000000e+000  2.2645700e+000 -4.9831350e+000
  0.0000000e+000  3.5445700e+000  3.2968650e+000
  0.0000000e+000  3.9245700e+000  4.4368650e+000
  0.0000000e+000  4.2145700e+000  1.5768650e+000
  0.0000000e+000  3.9945700e+000  5.5668650e+000
  2.6500000e+000  4.6345700e+000  1.1906865e+001
  2.7000000e+000  6.7545700e+000  1.7216865e+001
  4.3800000e+000  7.1545700e+000  6.4268650e+000
  5.0300000e+000  6.2045700e+000  2.7686500e-001
  4.1100000e+000  5.0145700e+000  5.5968650e+000
  4.2800000e+000  3.3845700e+000  1.2736865e+001
  5.6100000e+000  1.1845700e+000  1.5696865e+001
  6.3900000e+000 -3.7543000e-001 -5.6131350e+000
  5.9400000e+000 -1.0954300e+000 -1.6813135e+001
  4.9600000e+000 -9.7543000e-001 -1.1663135e+001
  4.8100000e+000 -4.8543000e-001 -1.8231350e+000
  5.0700000e+000  2.4457000e-001  1.1596865e+001
  4.5900000e+000  1.1845700e+000  3.1586865e+001
  4.4000000e+000  2.9545700e+000  3.4896865e+001
  4.8800000e+000  5.1745700e+000  3.3886865e+001
  4.6700000e+000  7.1045700e+000  3.4776865e+001
  4.0400000e+000  7.9545700e+000  3.5126865e+001
  3.4200000e+000  9.1545700e+000  1.9316865e+001
  3.3900000e+000  1.0694570e+001  1.2896865e+001
  3.3400000e+000  1.1764570e+001  1.3996865e+001
  3.1300000e+000  1.1944570e+001  1.5836865e+001
  2.8000000e+000  1.1384570e+001  9.7768650e+000
  1.7300000e+000  1.0504570e+001 -1.7223135e+001
  3.4000000e-001  1.0284570e+001 -2.4063135e+001
 -3.2000000e-001  9.9245700e+000 -1.6393135e+001
  7.6000000e-001  9.5945700e+000 -5.4831350e+000
  2.4300000e+000  9.6145700e+000  1.8776865e+001
  3.0700000e+000  1.0164570e+001  5.4326865e+001
  3.3700000e+000  1.1374570e+001  6.1226865e+001
  3.8100000e+000  1.1794570e+001  6.0946865e+001
  5.1100000e+000  1.0654570e+001  5.9546865e+001
  6.8500000e+000  8.9345700e+000  5.0176865e+001
  7.8500000e+000  7.3945700e+000  2.7886865e+001
  8.8500000e+000  6.3545700e+000  2.2836865e+001
  9.8200000e+000  6.1745700e+000  2.3046865e+001
  1.2180000e+001  5.9545700e+000  2.0056865e+001
  1.4140000e+001  6.5945700e+000  2.6568650e+000
  1.3410000e+001  7.2045700e+000 -2.6773135e+001
  1.2700000e+001  6.1445700e+000 -3.2983135e+001
  1.4240000e+001  5.0945700e+000 -2.5753135e+001
  1.4480000e+001  6.4145700e+000 -1.3803135e+001
  1.4010000e+001  8.5945700e+000  9.1968650e+000
  1.4380000e+001  1.1104570e+001  2.4836865e+001
  1.4940000e+001  1.4334570e+001  2.9016865e+001
  1.4280000e+001  1.6804570e+001  2.9536865e+001
  1.3290000e+001  1.6524570e+001  2.9866865e+001
  1.2990000e+001  1.3154570e+001  1.7826865e+001
  1.3570000e+001  9.1845700e+000  2.4268650e+000
  1.3600000e+001  6.2245700e+000  4.3568650e+000
  1.5800000e+001  4.1745700e+000  8.6468650e+000
  1.9900000e+001  4.2445700e+000  8.0468650e+000
  2.1720000e+001  5.6045700e+000 -7.1731350e+000
  2.1520000e+001  5.8945700e+000 -2.2833135e+001
  2.0380000e+001  5.2145700e+000 -2.1313135e+001
  1.9010000e+001  4.6445700e+000 -1.3973135e+001
  1.7820000e+001  5.0645700e+000 -6.3831350e+000
  1.6170000e+001  6.6145700e+000 -1.0293135e+001
  1.3800000e+001  9.7945700e+000 -1.7513135e+001
  9.9700000e+000  1.4054570e+001 -1.3413135e+001
  5.8300000e+000  1.8714570e+001 -4.8531350e+000
  2.8600000e+000  1.9844570e+001  6.1686500e-001
  2.2000000e-001  1.6854570e+001 -1.6103135e+001
 -8.7000000e-001  1.2064570e+001 -2.7383135e+001
 -4.0000000e-002  7.9845700e+000 -2.0633135e+001
  2.3200000e+000  5.9345700e+000 -8.7831350e+000
  3.9500000e+000  4.8845700e+000  1.4968650e+000
  3.2400000e+000  3.3545700e+000  5.9068650e+000
  2.8700000e+000  1.3945700e+000  5.0568650e+000
  2.2700000e+000 -1.7543000e-001  7.5568650e+000
  1.5000000e-001 -4.4543000e-001  1.1626865e+001
 -5.1000000e-001 -1.9543000e-001  1.4066865e+001
  0.0000000e+000  6.9457000e-001 -8.8313500e-001
  2.2000000e-001  1.2645700e+000 -7.0731350e+000
  3.0000000e-002  1.7245700e+000 -6.4313500e-001
 -3.8000000e-001  1.9845700e+000  7.2068650e+000
 -1.7200000e+000  2.0145700e+000  7.8468650e+000
 -2.9500000e+000  2.2745700e+000 -1.5663135e+001
 -3.1400000e+000  2.5445700e+000 -2.4023135e+001
 -1.5500000e+000  2.1945700e+000 -1.7873135e+001
  3.4000000e-001  1.8845700e+000 -9.7331350e+000
  1.7400000e+000  1.8045700e+000  3.8268650e+000
  2.4200000e+000  1.6345700e+000  2.7216865e+001
  1.7600000e+000  2.0045700e+000  3.0176865e+001
  8.1000000e-001  3.5745700e+000  2.7176865e+001
 -1.1000000e-001  5.4145700e+000  2.6326865e+001
 -1.0800000e+000  7.4645700e+000  2.3326865e+001
 -1.6000000e+000  8.4245700e+000  5.7468650e+000
 -2.1800000e+000  8.1245700e+000  5.1868650e+000
 -1.7300000e+000  7.4945700e+000  1.2416865e+001
 -9.1000000e-001  6.7945700e+000  1.5376865e+001
 -1.7500000e+000  7.3945700e+000  4.8868650e+000
 -3.7600000e+000  7.9545700e+000 -2.3703135e+001
 -5.1400000e+000  6.5545700e+000 -3.0143135e+001
 -5.7100000e+000  4.4145700e+000 -2.2253135e+001
 -5.0400000e+000  3.2645700e+000 -9.6931350e+000
 -3.4800000e+000  2.3745700e+000  2.0446865e+001
 -1.5400000e+000  2.0545700e+000  5.1246865e+001
  4.5000000e-001  2.6445700e+000  5.2596865e+001
  1.8700000e+000  4.2845700e+000  4.7406865e+001
  4.0000000e+000  5.3545700e+000  4.4786865e+001
  6.3300000e+000  4.9645700e+000  3.4676865e+001
  7.4100000e+000  4.6445700e+000  1.5056865e+001
  8.5000000e+000  4.2845700e+000  1.1906865e+001
  9.6500000e+000  4.0545700e+000  1.3636865e+001
  9.8700000e+000  4.7945700e+000  1.2086865e+001
  1.0200000e+001  5.4745700e+000 -7.8131350e+000
  1.1800000e+001  5.1745700e+000 -3.4303135e+001
  1.2810000e+001  4.1245700e+000 -3.7463135e+001
  1.2660000e+001  3.1045700e+000 -2.8413135e+001
  1.2050000e+001  2.4845700e+000 -1.4433135e+001
  1.0840000e+001  3.0945700e+000  3.9168650e+000
  1.0550000e+001  3.8045700e+000  1.1186865e+001
  1.0260000e+001  4.3545700e+000  1.4886865e+001
  9.1100000e+000  4.3945700e+000  1.8146865e+001
  7.5500000e+000  3.4745700e+000  2.0216865e+001
  6.8300000e+000  3.0745700e+000  4.6668650e+000
  6.5100000e+000  5.9145700e+000 -1.0693135e+001
  6.3900000e+000  3.1334570e+001 -9.7831350e+000
  7.0600000e+000  3.9094570e+001 -5.4531350e+000
  8.1000000e+000  3.1844570e+001 -3.4731350e+000
  7.8400000e+000  2.4244570e+001 -1.4703135e+001
  7.1900000e+000  2.0674570e+001 -2.5183135e+001
  7.1300000e+000  2.0704570e+001 -2.1913135e+001
  6.8700000e+000  2.0984570e+001 -1.2153135e+001
  7.7300000e+000  1.9004570e+001 -3.1931350e+000
  1.0540000e+001  1.4914570e+001 -1.1043135e+001
  1.3420000e+001  1.0024570e+001 -1.7483135e+001
  1.5430000e+001  5.1645700e+000 -1.3063135e+001
  1.6920000e+001  1.8545700e+000 -5.8731350e+000
  1.8180000e+001  2.5457000e-001 -2.7431350e+000
  1.9990000e+001  8.2457000e-001 -2.3383135e+001
  2.2880000e+001  4.8845700e+000 -3.3683135e+001
  2.5410000e+001  1.0154570e+001 -2.8063135e+001
  2.4880000e+001  1.3844570e+001 -1.9313135e+001
  2.1660000e+001  1.5744570e+001 -1.0213135e+001
  1.8780000e+001  1.6674570e+001 -2.2431350e+000
  1.7250000e+001  1.7024570e+001  1.4686500e-001
  1.6240000e+001  1.7614570e+001  3.4768650e+000
  1.3710000e+001  1.8794570e+001  8.6268650e+000
  9.7900000e+000  1.8774570e+001  1.2456865e+001
  6.2700000e+000  1.6944570e+001 -7.9313500e-001
  3.0300000e+000  1.5894570e+001 -3.5831350e+000
 -2.3000000e-001  1.4624570e+001  1.2068650e+000
 -3.5100000e+000  1.1784570e+001  6.1368650e+000
 -4.9500000e+000  8.6145700e+000  4.7168650e+000
 -4.1800000e+000  5.0845700e+000 -1.8533135e+001
 -3.2900000e+000  1.5545700e+000 -2.5133135e+001
 -3.3800000e+000 -1.9054300e+000 -2.0353135e+001
 -3.6400000e+000 -4.2554300e+000 -1.2123135e+001
 -4.1900000e+000 -3.8554300e+000  8.0668650e+000
 -4.7300000e+000 -2.6154300e+000  3.5926865e+001
 -4.5100000e+000 -4.7543000e-001  3.9076865e+001
 -3.3100000e+000  3.0145700e+000  3.5576865e+001
 -3.0100000e+000  7.3145700e+000  3.3596865e+001
 -3.9900000e+000  1.3084570e+001  2.7406865e+001
 -4.0600000e+000  1.6304570e+001  8.7868650e+000
 -2.6000000e+000  1.6914570e+001  6.4568650e+000
 -1.3000000e+000  1.6814570e+001  9.3668650e+000
 -5.3000000e-001  1.7334570e+001  9.4968650e+000
 -1.3100000e+000  1.6574570e+001 -5.2431350e+000
 -1.9100000e+000  1.3714570e+001 -3.2893135e+001
 -2.7300000e+000  1.0434570e+001 -3.6963135e+001
 -2.1700000e+000  7.5945700e+000 -2.8913135e+001
 -7.0000000e-002  6.5745700e+000 -1.7783135e+001
  2.1600000e+000  5.9545700e+000  1.2886865e+001
  2.2800000e+000  4.5245700e+000  3.7596865e+001
  7.0000000e-001  1.6445700e+000  4.0826865e+001
 -5.8000000e-001 -4.3543000e-001  3.8786865e+001
 -9.7000000e-001 -8.1543000e-001  3.7626865e+001
 -6.5000000e-001  5.3457000e-001  2.5446865e+001
 -3.9000000e-001  2.2745700e+000  8.8568650e+000
 -1.4000000e-001  3.3845700e+000  8.5868650e+000
  5.3000000e-001  4.1745700e+000  1.1906865e+001
  1.3700000e+000  4.2945700e+000  1.0606865e+001
  1.6400000e+000  3.9645700e+000 -8.5031350e+000
  6.7000000e-001  3.0245700e+000 -2.6273135e+001
 -1.3100000e+000  1.5345700e+000 -2.4153135e+001
 -2.9800000e+000  4.2457000e-001 -1.5653135e+001
 -3.6600000e+000  3.0457000e-001 -5.6331350e+000
 -3.4300000e+000  5.8457000e-001  2.8268650e+000
 -2.9000000e+000  7.4457000e-001  4.5868650e+000
 -2.6100000e+000  4.5457000e-001  8.6568650e+000
 -2.7800000e+000  2.1457000e-001  1.2166865e+001
 -2.1100000e+000  7.4457000e-001  1.2806865e+001
 -5.4000000e-001  1.9845700e+000 -7.5431350e+000
