  -1.2452279e+00   8.2823005e+00
  -1.5645386e+00   7.8100133e+00
  -3.5872123e+00   4.4713404e+00
  -6.4994620e+00   1.2553844e+00
  -1.0422447e+01  -1.8534229e+00
  -1.3400415e+01  -3.8713497e+00
  -1.4398813e+01  -5.8186658e+00
  -1.2310123e+01  -5.7201057e+00
  -6.9668310e+00  -2.6024472e+00
   8.4462490e-01   2.5105565e+00
   6.3580517e+00   6.6029494e+00
   8.8021695e+00   6.6632404e+00
   8.3831166e+00   3.6830805e+00
   5.2618245e+00  -3.3947231e-01
   2.5358172e+00  -2.3997633e+00
   1.2296649e+00  -4.4869963e+00
   2.9747369e-01  -6.5852910e+00
  -1.3726226e+00  -6.6752367e+00
  -1.9597477e+00  -1.7357932e+00
  -1.7049850e+00   4.2634390e+00
  -1.8877784e+00   8.3616898e+00
  -2.7936846e+00   7.5836022e+00
  -4.6864202e+00   4.9147955e+00
  -7.7771532e+00   1.3008254e+00
  -1.2194044e+01  -1.3352500e+00
  -1.7959911e+01  -4.0706562e+00
  -1.9980207e+01  -5.9680011e+00
  -1.6042491e+01  -7.0715938e+00
  -6.8372144e+00  -8.4006599e+00
   3.0070760e+00  -5.9278825e+00
   1.0892276e+01   1.4326071e+00
   1.6213828e+01   7.8119294e+00
   1.7314676e+01   9.3540446e+00
   1.4446795e+01   7.1869776e+00
   1.0753871e+01   4.4053917e+00
   7.2621304e+00   2.0588751e+00
   2.8679838e+00   1.1470867e+00
   3.4082365e-01   6.1244826e-01
  -6.3971838e-01  -6.6400821e-01
  -2.4377288e+00  -8.5099518e-01
  -3.4327143e+00  -1.1235358e+00
  -2.9873476e+00  -6.1157115e-01
  -3.3997304e+00  -2.3774517e+00
  -7.8644244e+00  -3.4245172e+00
  -1.2453407e+01  -4.7212418e+00
  -1.5106576e+01  -5.2214497e+00
  -1.3635190e+01  -2.8835186e+00
  -1.1747682e+01   2.3108630e+00
  -4.0830927e+00   5.3573509e+00
   7.7609321e+00   3.2489472e+00
   1.7188761e+01   9.9136894e-01
   2.0569642e+01  -1.3950647e+00
   2.0213788e+01  -3.8774212e+00
   1.6346914e+01  -5.4182729e+00
   1.1088136e+01  -5.9818076e+00
   6.4407591e+00  -2.5373345e+00
   4.3017464e+00   3.9377121e+00
   3.4864840e+00   7.4677994e+00
   2.7493013e+00   5.0964785e+00
   3.8075186e+00   2.8870158e+00
   3.3740121e+00   8.9662257e-01
   3.1779783e+00   1.5861889e-01
   2.9694170e+00  -3.2816952e-01
  -4.7352650e-01  -6.1397939e-01
  -4.3277395e+00   2.0191328e-01
  -8.7225098e+00   9.9069974e-01
  -1.1739106e+01   6.3601331e-01
  -1.2397928e+01  -9.2531382e-01
  -9.6589584e+00  -2.6946200e+00
  -3.4330180e+00  -3.6357551e+00
   2.4143952e+00  -5.6981960e+00
   7.0499424e+00  -3.8268873e+00
   7.6536819e+00   2.5028813e-02
   4.4112330e+00   4.8793893e+00
   3.5005002e+00   6.7333201e+00
   2.0693646e+00   4.5815421e+00
   2.1386657e-01   1.4315709e+00
   1.9565689e+00  -1.6970189e+00
   3.2345593e+00  -3.7842986e+00
   3.9031618e+00  -4.8192774e+00
   4.7549930e+00  -4.8009785e+00
   4.5476032e+00  -1.7458763e+00
   1.0321040e+00   4.3186110e+00
  -5.0175745e+00   6.3788294e+00
  -1.0780108e+01   4.4509087e+00
  -1.5361944e+01   1.5767370e+00
  -1.5786886e+01  -1.1997178e+00
  -1.3005997e+01  -1.8513944e+00
  -6.8950460e+00  -2.3707870e+00
   7.4556246e-01  -1.7706805e+00
   7.1639124e+00   9.1954858e-01
   1.1620055e+01   2.6665963e+00
   1.1350766e+01   2.4462799e+00
   7.5341285e+00   1.2385636e+00
   3.2549759e+00  -4.7409357e-03
   1.4867957e+00  -3.7238725e-01
   1.0992200e+00  -9.6787651e-01
  -1.1218715e+00  -2.8797485e+00
  -4.4533920e+00  -3.1606791e+00
  -6.2128361e+00  -4.8198762e+00
  -6.7345419e+00  -7.8221793e+00
  -7.3394119e+00  -1.0084159e+01
  -9.2937114e+00  -4.4798367e+00
  -1.0773216e+01   6.1396421e+00
  -1.2846005e+01   1.0919201e+01
  -1.6465800e+01   9.9807528e+00
  -1.7461807e+01   6.4137118e+00
  -1.4540757e+01   3.2711369e+00
  -7.3180556e+00   1.5669844e+00
   3.6323294e+00   2.7474176e-01
   1.2733722e+01  -6.6752970e-01
   1.7375086e+01  -1.3584735e+00
   1.6882741e+01  -1.9409121e+00
   1.4493314e+01  -5.8297256e-01
   1.1340365e+01  -4.2247369e-01
   6.4462061e+00   4.6124721e-01
   2.7099321e+00  -9.6447679e-01
  -8.7599242e-02  -2.6971277e+00
  -2.5497349e-01  -3.7065904e+00
  -1.5022456e-01  -5.9381008e+00
  -1.3355192e-01  -6.3151593e+00
  -1.5173787e+00  -1.7494661e+00
  -3.5284281e+00   4.8504353e+00
  -8.2830829e+00   6.5726528e+00
  -1.0773546e+01   6.4982155e+00
  -1.1861262e+01   4.6955892e+00
  -9.2978212e+00   2.1992915e+00
  -4.7590656e+00   9.7469943e-01
   4.1231818e+00  -9.5691230e-02
   1.3727524e+01  -1.1787395e+00
   2.0410822e+01  -1.4474070e+00
   2.2470820e+01  -3.0515912e+00
   2.0119444e+01  -5.0887694e+00
   1.5464503e+01  -7.5773271e+00
   8.4893509e+00  -1.0462099e+01
   5.0569611e+00  -7.6344534e+00
   1.9380225e+00   1.0448401e+00
   8.3583351e-01   8.7075085e+00
   4.0555702e-01   9.4526457e+00
   2.8063334e-01   6.3468017e+00
   1.1086619e+00   3.4321503e+00
  -1.4214448e+00   1.7345974e+00
  -3.5661403e+00  -7.3630766e-01
  -5.5192705e+00  -1.9932017e+00
  -9.4053349e+00  -5.0721175e+00
  -1.4277088e+01  -5.0314040e+00
  -1.5107930e+01  -9.3622570e-01
  -1.1789611e+01   4.1649458e+00
  -5.1452827e+00   5.2548655e+00
   1.0580927e+00   4.3418619e+00
   6.0893737e+00   1.4418907e+00
   9.2269234e+00  -4.3036780e-01
   9.7240194e+00  -2.2629460e+00
   8.7767200e+00  -3.0502079e+00
   6.5095666e+00  -3.7982946e+00
   3.9633931e+00  -2.5392068e+00
   2.0839872e+00   1.6674339e+00
   1.7225025e+00   3.7671396e+00
  -3.4507684e-01   2.7403616e+00
  -1.3984550e+00   6.0685142e-01
  -2.7529869e+00  -1.5885088e+00
  -3.7312558e+00  -2.7972297e+00
  -5.6290498e+00  -3.9768556e+00
  -8.6790665e+00  -3.0926735e+00
  -1.3025687e+01   8.7399547e-01
  -1.6713292e+01   4.9068364e+00
  -1.6681916e+01   4.9487969e+00
  -1.4778009e+01   3.9296958e+00
  -6.7768154e+00  -1.9998783e-01
   5.9563225e-01  -2.4593729e+00
   7.6381390e+00  -3.8499878e+00
   1.0647546e+01  -5.3654099e+00
   9.8921225e+00  -6.9894463e+00
   7.5901971e+00  -5.6903782e+00
   4.8912361e+00   5.8082909e-01
   8.5876431e-01   6.8930678e+00
   4.5925275e-01   9.3307909e+00
   1.5605062e+00   5.9563796e+00
   9.4215621e-01   1.7746706e+00
   3.2457405e-01   7.3003559e-01
  -5.9886318e-01  -2.6614886e-01
  -2.1219694e+00  -1.3048017e+00
  -5.4823058e+00  -4.4653432e+00
  -9.8281383e+00  -5.8054737e+00
  -1.4196582e+01  -7.3506310e+00
  -1.6507523e+01  -7.0743703e+00
  -1.3571457e+01  -8.9361102e-01
  -8.1104895e+00   6.3036531e+00
   1.2169101e+00   9.6082353e+00
   1.1780030e+01   7.0563946e+00
   1.7937322e+01   4.6434169e+00
   2.0003755e+01   1.3485480e+00
   1.6215099e+01  -1.8531862e+00
   1.1702390e+01  -3.9934291e+00
   6.4791075e+00  -6.1098435e+00
   1.4374081e+00  -6.2375302e+00
   3.6357504e-01  -4.3982508e+00
  -3.1272371e-02   1.4212799e+00
  -7.8007066e-02   6.2852240e+00
  -1.1171059e+00   7.2949977e+00
  -2.4579799e+00   5.5401898e+00
  -2.3437926e+00   3.0481898e+00
  -4.9276575e+00   1.7692712e+00
  -7.2600976e+00   5.9858899e-01
  -9.2889940e+00  -5.8663813e-01
  -1.0867135e+01  -2.9028734e+00
  -8.7715195e+00  -4.4415203e+00
  -3.7202941e+00  -7.2526336e+00
   5.6045541e+00  -9.3302310e+00
   1.3521173e+01  -6.6030904e+00
   1.8316702e+01   2.0435960e+00
   1.8224060e+01   8.7300641e+00
   1.4401593e+01   9.5555254e+00
   9.9175752e+00   6.5909028e+00
   5.7435222e+00   3.8841240e+00
   2.7618770e+00   4.6277143e-01
   7.7751627e-01  -6.7351190e-01
   5.3195586e-01  -1.5578819e+00
   1.7237587e+00  -3.2554952e+00
   1.0355947e+00  -2.8546836e+00
  -8.3714456e-01  -4.4362485e-01
  -1.1614222e+00   1.9252079e+00
  -4.1477660e+00   3.2524184e+00
  -6.9418959e+00   1.5598147e+00
  -1.1615355e+01  -1.6311580e-01
  -1.4160952e+01  -9.8264940e-01
  -1.3498361e+01  -1.0045497e+00
  -8.4868790e+00  -1.3367957e+00
  -9.3919743e-01  -3.0594350e+00
   6.3724980e+00  -4.2143005e+00
   9.6966742e+00  -6.8009160e+00
   1.0263446e+01  -9.7740954e+00
   8.2620519e+00  -8.0410243e+00
   4.8247751e+00  -4.7034520e-01
   2.0115496e+00   7.0827480e+00
   7.9919852e-01   9.7549943e+00
   1.0763607e+00   7.6592333e+00
   1.6519449e+00   4.8611237e+00
  -7.2616494e-01   1.3580333e+00
  -2.3464310e+00   7.9296603e-02
  -2.5103191e+00  -8.7290677e-02
  -4.5101306e+00  -2.2649107e+00
  -7.5979430e+00  -3.5707715e+00
  -1.1951146e+01  -5.0948446e+00
  -1.5655077e+01  -6.8690341e+00
  -1.7697115e+01  -6.8493703e+00
  -1.5958128e+01  -1.9301023e+00
  -1.1214346e+01   5.0190313e+00
  -3.1617093e+00   9.1204740e+00
   5.5445746e+00   8.4548412e+00
   1.2251389e+01   5.0358991e+00
   1.3278648e+01   1.8190056e+00
   1.0892872e+01  -2.7494237e-01
   8.2835471e+00  -1.3321884e+00
   6.5396855e+00  -3.4278856e+00
   2.6313200e+00  -5.6260816e+00
   4.1243892e-01  -6.9758966e+00
  -3.5248533e-01  -7.4871373e+00
  -9.6788868e-01  -2.1097599e+00
  -1.7846564e+00   5.2587842e+00
  -2.1559874e+00   9.7414855e+00
  -5.3832434e+00   8.4477132e+00
  -9.6742131e+00   4.4478257e+00
  -1.3122773e+01   7.4670619e-01
  -1.3692357e+01   2.7594350e-01
  -1.4214640e+01  -8.4788697e-02
  -1.3415804e+01  -1.4763760e+00
  -4.9506842e+00  -3.0293421e+00
   6.5658934e+00  -4.8486251e+00
   1.6521407e+01  -5.9910697e+00
   2.0267709e+01  -7.4353909e+00
   1.9093929e+01  -6.0891520e+00
   1.5198168e+01   1.1752684e+00
   8.6632148e+00   7.4763700e+00
   4.4533368e+00   8.8923548e+00
   1.4300117e+00   6.4632599e+00
   3.7282984e-01   2.2090635e+00
  -8.7195453e-03   1.1399652e+00
   9.5563616e-01  -7.4705991e-01
