 -4.7302246e-003 -2.7465820e-003  3.0517578e-004
 -3.5095215e-003 -4.1198730e-003 -1.3732910e-003
 -3.9672852e-003  1.0681152e-003 -2.4414063e-003
 -4.5776367e-003 -5.4931641e-003 -3.5095215e-003
 -4.7302246e-003 -1.6784668e-003 -4.2724609e-003
 -4.2724609e-003 -5.6457520e-003 -5.0354004e-003
 -5.3405762e-003 -4.5776367e-003 -4.5776367e-003
 -4.7302246e-003 -2.7465820e-003 -3.8146973e-003
 -3.3569336e-003 -2.2888184e-003 -3.2043457e-003
 -3.3569336e-003 -1.3732910e-003 -3.5095215e-003
 -2.2888184e-003 -3.3569336e-003 -4.1198730e-003
 -2.5939941e-003 -3.3569336e-003 -4.2724609e-003
 -2.1362305e-003 -2.8991699e-003 -4.1198730e-003
 -2.7465820e-003 -2.4414063e-003 -5.3405762e-003
 -2.7465820e-003 -1.5258789e-003 -5.4931641e-003
 -5.0354004e-003 -2.4414063e-003 -4.4250488e-003
 -4.5776367e-003 -4.1198730e-003 -5.6457520e-003
 -3.9672852e-003 -3.8146973e-003 -5.7983398e-003
 -2.8991699e-003 -5.1879883e-003 -6.5612793e-003
 -3.3569336e-003 -3.2043457e-003 -7.1716309e-003
 -3.0517578e-003 -4.1198730e-003 -7.7819824e-003
 -3.3569336e-003 -2.7465820e-003 -6.4086914e-003
 -3.5095215e-003 -3.0517578e-003 -4.8828125e-003
 -3.3569336e-003 -3.6621094e-003 -4.1198730e-003
 -4.7302246e-003 -2.2888184e-003 -3.6621094e-003
 -4.5776367e-003 -3.9672852e-003 -3.6621094e-003
 -4.2724609e-003 -4.5776367e-003 -5.3405762e-003
 -5.0354004e-003 -1.8310547e-003 -3.9672852e-003
 -3.3569336e-003 -3.2043457e-003 -3.6621094e-003
 -2.7465820e-003 -3.0517578e-003 -2.1362305e-003
 -3.5095215e-003 -3.6621094e-003 -2.1362305e-003
 -3.6621094e-003 -5.6457520e-003 -1.6784668e-003
 -3.6621094e-003 -7.1716309e-003 -1.5258789e-003
 -3.9672852e-003 -3.5095215e-003 -1.3732910e-003
 -2.7465820e-003 -3.8146973e-003 -3.9672852e-003
 -3.3569336e-003 -3.9672852e-003 -4.2724609e-003
 -2.7465820e-003 -4.2724609e-003 -2.2888184e-003
 -4.4250488e-003 -4.5776367e-003 -1.8310547e-003
 -4.1198730e-003 -5.0354004e-003 -3.2043457e-003
 -4.1198730e-003 -3.8146973e-003 -4.4250488e-003
 -4.1198730e-003 -4.5776367e-003 -5.7983398e-003
 -4.5776367e-003 -6.5612793e-003 -7.4768066e-003
 -4.5776367e-003 -5.0354004e-003 -7.7819824e-003
 -4.2724609e-003 -3.9672852e-003 -6.4086914e-003
 -4.8828125e-003 -5.6457520e-003 -4.8828125e-003
 -5.1879883e-003 -4.4250488e-003 -4.4250488e-003
 -5.0354004e-003 -2.5939941e-003 -5.0354004e-003
 -4.5776367e-003 -3.2043457e-003 -3.6621094e-003
 -3.3569336e-003 -4.2724609e-003 -4.1198730e-003
 -4.1198730e-003 -4.2724609e-003 -3.2043457e-003
 -4.2724609e-003 -3.9672852e-003 -2.1362305e-003
 -3.9672852e-003 -4.1198730e-003 -2.8991699e-003
 -3.6621094e-003 -3.6621094e-003 -5.3405762e-003
 -4.2724609e-003 -2.5939941e-003 -5.6457520e-003
 -3.5095215e-003 -3.3569336e-003 -6.5612793e-003
 -2.8991699e-003 -3.2043457e-003 -5.4931641e-003
 -2.8991699e-003 -2.4414063e-003 -3.2043457e-003
 -3.2043457e-003 -4.1198730e-003 -4.2724609e-003
 -4.4250488e-003 -4.1198730e-003 -3.6621094e-003
 -4.2724609e-003 -4.5776367e-003 -3.6621094e-003
 -3.0517578e-003 -4.2724609e-003 -4.8828125e-003
 -3.5095215e-003 -4.2724609e-003 -5.3405762e-003
 -4.1198730e-003 -3.2043457e-003 -4.1198730e-003
 -5.3405762e-003 -4.5776367e-003 -3.9672852e-003
