0.003623021,0.019558368,0.015935346,-0.00772713,-0.004104108,0.011831238,-0.000671611,0.002170625,0.033871008,0.052106359,0.039651543,0.022363323
0.004079953,0.003598687,-0.000481266,-0.002559547,0.001520406,0.00103914,-0.010715572,-0.016014668,-0.002332083,0.016147528,0.017620003,0.009507828
-0.004188062,-0.009463731,-0.00527567,0.004550598,0.000362536,-0.004913134,0.006405002,0.009374649,-0.010753653,-0.026463895,-0.023330764,-0.013314661
0.000968994,0.006572687,0.005603693,-0.002513894,-0.0015449,0.004058793,0.001524265,0.002509982,0.012337,0.010619468,0.006747085,0.004677029
0.002636415,-0.0001688,-0.002805215,-0.000822538,0.001813877,-0.000991338,-0.002044243,-0.007325591,-0.004803631,0.010173703,0.011905343,0.005473422
-0.003238601,-6.53E-06,0.003232075,0.001081709,-0.002156892,0.001075183,-0.010109389,-0.006204048,-0.00112769,-0.002009752,-0.001650982,-0.000730381
-0.007787038,-0.001090352,0.006696686,0.00295913,-0.004827908,0.001868778,-0.009818143,-0.014752525,-0.00062554,-0.021069781,-0.011198393,-0.003387811
-0.00785304,-0.015003364,-0.007150324,0.007618802,-0.000234239,-0.007384563,-0.000244307,0.0091491,-0.004967194,-0.028898178,-0.012621032,-0.007666623
-0.004142467,-0.021839038,-0.017696571,0.008660502,0.004518034,-0.013178536,0.004543459,0.024709162,0.011160888,-0.000625605,0.007825875,-0.00206356
-0.002381584,-0.020207008,-0.017825423,0.00752953,0.005147946,-0.012677477,-0.000927017,0.005774967,0.011646532,0.017243804,0.018513613,0.001011726
-0.00606856,-0.012536632,-0.006468073,0.006201731,0.000133171,-0.006334902,0.001744245,-0.034937028,-0.009641329,0.001894035,0.003651027,0.00055819
-0.02051061,-0.016944662,0.003565947,0.012485091,-0.008025519,-0.004459571,0.017304135,-0.064485634,-0.079563522,-0.081775115,-0.05576587,-0.024908059
-0.030015298,-0.022074325,0.007940973,0.017363208,-0.01265209,-0.004711117,0.043672813,-0.038330001,-0.092475859,-0.109481515,-0.074661843,-0.034620598
-0.016730302,-0.01959682,-0.002866518,0.012109041,-0.004621261,-0.007487779,0.047540763,0.00217305,-0.045937075,-0.065692735,-0.046522441,-0.017966659
