  3.6230213e-003  1.9558368e-002  1.5935346e-002 -7.7271297e-003 -4.1041083e-003  1.1831238e-002 -6.7161055e-004  2.1706248e-003  3.3871008e-002  5.2106359e-002  3.9651543e-002  2.2363323e-002
  4.0799530e-003  3.5986866e-003 -4.8126631e-004 -2.5595465e-003  1.5204064e-003  1.0391402e-003 -1.0715572e-002 -1.6014668e-002 -2.3320830e-003  1.6147528e-002  1.7620003e-002  9.5078278e-003
 -4.1880616e-003 -9.4637314e-003 -5.2756699e-003  4.5505977e-003  3.6253613e-004 -4.9131338e-003  6.4050022e-003  9.3746487e-003 -1.0753653e-002 -2.6463895e-002 -2.3330764e-002 -1.3314661e-002
  9.6899424e-004  6.5726871e-003  5.6036929e-003 -2.5138938e-003 -1.5448996e-003  4.0587934e-003  1.5242655e-003  2.5099816e-003  1.2337000e-002  1.0619468e-002  6.7470852e-003  4.6770289e-003
  2.6364146e-003 -1.6880030e-004 -2.8052150e-003 -8.2253809e-004  1.8138765e-003 -9.9133841e-004 -2.0442429e-003 -7.3255909e-003 -4.8036306e-003  1.0173703e-002  1.1905343e-002  5.4734219e-003
 -3.2386010e-003 -6.5264716e-006  3.2320745e-003  1.0817092e-003 -2.1568919e-003  1.0751826e-003 -1.0109389e-002 -6.2040483e-003 -1.1276895e-003 -2.0097524e-003 -1.6509816e-003 -7.3038055e-004
 -7.7870381e-003 -1.0903521e-003  6.6966861e-003  2.9591301e-003 -4.8279080e-003  1.8687780e-003 -9.8181434e-003 -1.4752525e-002 -6.2554042e-004 -2.1069781e-002 -1.1198393e-002 -3.3878108e-003
 -7.8530405e-003 -1.5003364e-002 -7.1503240e-003  7.6188017e-003 -2.3423880e-004 -7.3845630e-003 -2.4430747e-004  9.1491000e-003 -4.9671945e-003 -2.8898178e-002 -1.2621032e-002 -7.6666230e-003
 -4.1424672e-003 -2.1839038e-002 -1.7696571e-002  8.6605016e-003  4.5180345e-003 -1.3178536e-002  4.5434592e-003  2.4709162e-002  1.1160888e-002 -6.2560514e-004  7.8258749e-003 -2.0635595e-003
 -2.3815841e-003 -2.0207008e-002 -1.7825423e-002  7.5295305e-003  5.1479463e-003 -1.2677477e-002 -9.2701714e-004  5.7749666e-003  1.1646532e-002  1.7243804e-002  1.8513613e-002  1.0117261e-003
 -6.0685599e-003 -1.2536632e-002 -6.4680726e-003  6.2017307e-003  1.3317095e-004 -6.3349018e-003  1.7442449e-003 -3.4937028e-002 -9.6413289e-003  1.8940353e-003  3.6510265e-003  5.5818992e-004
 -2.0510610e-002 -1.6944662e-002  3.5659475e-003  1.2485091e-002 -8.0255191e-003 -4.4595715e-003  1.7304135e-002 -6.4485634e-002 -7.9563522e-002 -8.1775115e-002 -5.5765870e-002 -2.4908059e-002
 -3.0015298e-002 -2.2074325e-002  7.9409727e-003  1.7363208e-002 -1.2652090e-002 -4.7111174e-003  4.3672813e-002 -3.8330001e-002 -9.2475859e-002 -1.0948152e-001 -7.4661843e-002 -3.4620598e-002
 -1.6730302e-002 -1.9596820e-002 -2.8665181e-003  1.2109041e-002 -4.6212613e-003 -7.4877795e-003  4.7540763e-002  2.1730499e-003 -4.5937075e-002 -6.5692735e-002 -4.6522441e-002 -1.7966659e-002
 -5.4803369e-004 -7.4441351e-003 -6.8961013e-003  2.6640562e-003  2.1160225e-003 -4.7800788e-003  1.2478661e-002  2.8833933e-002  5.5232462e-003 -8.7867724e-003 -1.1034862e-002 -7.5255192e-003
  9.7004578e-003  8.8453436e-003 -8.5511406e-004 -6.1819338e-003  3.5185240e-003  2.6634099e-003 -3.1217320e-002  1.2129927e-002  4.8074857e-002  5.8460158e-002  4.0209817e-002  1.6821968e-002
  1.2712607e-002  2.1424730e-002  8.7121232e-003 -1.1379112e-002  1.3334945e-003  1.0045618e-002 -3.3466632e-002 -1.8558446e-002  2.2266922e-002  4.0305242e-002  3.1345910e-002  1.6826115e-002
 -2.6110694e-003 -8.2095119e-003 -5.5984426e-003  3.6068604e-003  9.9579110e-004 -4.6026517e-003  2.4996063e-002  6.9076520e-003 -1.6824460e-002 -2.4105115e-002 -1.6347198e-002 -7.8351594e-003
 -7.3947061e-003 -4.5994594e-003  2.7952468e-003  3.9980551e-003 -3.3966510e-003 -6.0140421e-004 -3.2618868e-003  3.1116893e-003  5.0981568e-004 -5.3432949e-003 -7.0859746e-003 -3.6796888e-003
  5.9430182e-003  9.8164158e-003  3.8733974e-003 -5.2531446e-003  6.8987363e-004  4.5632710e-003 -2.7354989e-002 -1.0469202e-002  1.0659804e-002  1.8074613e-002  1.4619573e-002  4.6549938e-003
  7.7316674e-003 -2.5333377e-003 -1.0265005e-002 -1.7327766e-003  5.9988910e-003 -4.2661143e-003  1.1119080e-002  3.8427675e-004 -1.5118621e-003  4.4264715e-003  9.1305921e-003  1.2704368e-002
  3.7974795e-003  6.9548401e-003  3.1573606e-003 -3.5841066e-003  2.1337295e-004  3.3707337e-003  4.4909316e-002  1.8982907e-002  3.7106459e-003 -1.2026091e-004 -7.5980530e-003 -1.1413681e-002
  6.5408948e-003  1.2138574e-002  5.5976793e-003 -6.2264898e-003  3.1440518e-004  5.9120844e-003  6.4828596e-002  3.9059240e-002  1.5017080e-002  8.0210791e-003  6.7037043e-004  3.1800589e-005
 -7.1774598e-004 -5.7292681e-003 -5.0115221e-003  2.1490047e-003  1.4312587e-003 -3.5802633e-003  7.9752357e-002  5.2190326e-002  2.3299370e-002  2.0508591e-002  1.3768394e-002  1.1671284e-002
